query_id,pool_id,system,rank,record_key
T03,21e063cd8c5c0f51,bioscouter_keyword,10,ena|PRJNA290864
T03,5127b99ad69d2fcd,bioscouter_embedding,1,ena|PRJNA671296
T03,e077921016b8bb62,bioscouter_embedding,2,ena|PRJNA671297
T03,7f0f733c4ae71ca4,bioscouter_embedding,3,ena|PRJNA641020
T03,faf201ca3f994604,bioscouter_embedding,4,ena|PRJNA900570
T03,6312c60c1d905e46,bioscouter_embedding,5,ena|PRJNA899835
T03,ef934188e7eee954,bioscouter_embedding,6,ena|PRJNA1247609
T03,5ea3ceaa73bb4da3,bioscouter_embedding,7,ena|PRJNA929051
T03,52130327cc0647e7,bioscouter_embedding,8,ena|PRJNA994934
T03,462e5478c254203d,bioscouter_embedding,9,ena|PRJNA1198937
T03,e4139a5298a76312,bioscouter_embedding,10,ena|PRJNA481762
T03,5127b99ad69d2fcd,bioscouter_hybrid,1,ena|PRJNA671296
T03,e077921016b8bb62,bioscouter_hybrid,2,ena|PRJNA671297
T03,7f0f733c4ae71ca4,bioscouter_hybrid,3,ena|PRJNA641020
T03,faf201ca3f994604,bioscouter_hybrid,4,ena|PRJNA900570
T03,6312c60c1d905e46,bioscouter_hybrid,5,ena|PRJNA899835
T03,ef934188e7eee954,bioscouter_hybrid,6,ena|PRJNA1247609
T03,5ea3ceaa73bb4da3,bioscouter_hybrid,7,ena|PRJNA929051
T03,2f0270d15c63c4d8,bioscouter_hybrid,8,geo|GSE254498
T03,52130327cc0647e7,bioscouter_hybrid,9,ena|PRJNA994934
T03,462e5478c254203d,bioscouter_hybrid,10,ena|PRJNA1198937
T03,7c5274ed4fe66adf,native_source_api,1,geo|GSE309697
T03,73441ca2587243f9,native_source_api,2,geo|GSE319257
T03,76fcbcf33d740b81,native_source_api,3,geo|GSE304059
T03,6d78306d073ecdbc,native_source_api,4,geo|GSE328573
T03,7b7b0b6394af25c1,native_source_api,5,geo|GSE314072
T03,5ec22916ce7d89bf,native_source_api,6,geo|GSE314071
T03,43e73b918857f0c9,native_source_api,7,geo|GSE304466
T03,69e1a466054af185,native_source_api,8,geo|GSE327926
T03,cd92d6abaaf0dfe6,native_source_api,9,geo|GSE298752
T03,3ea459a4cfdb3e25,native_source_api,10,geo|GSE269428
T03,80cada7202f9cc06,omicsdi,1,biostudies-arrayexpress|E-MTAB-3033
T03,42f709692e1ce575,omicsdi,2,biostudies-arrayexpress|E-GEOD-63183
T03,5759bc020a9bf3b1,omicsdi,3,biostudies-arrayexpress|E-GEOD-74734
T03,1914a856a942fe7a,omicsdi,4,project|PRJNA749556
T03,7d54a9385e6fd0b7,omicsdi,5,biostudies-arrayexpress|E-MTAB-5640
T03,d4ebed02953c49f0,omicsdi,6,project|PRJNA671297
T03,1699db5274e732f6,omicsdi,7,project|PRJNA671296
T03,7a1e4ed0225990b8,omicsdi,8,project|PRJNA1061486
T03,578ae4118de38125,omicsdi,9,project|PRJNA808984
T03,52e1af73bf26c8e6,omicsdi,10,project|PRJNA641020
T04,25d18f76f1754574,bioscouter_keyword,1,geo|GSE288904
T04,2a213e15288c9a70,bioscouter_keyword,2,geo|GSE136411
T04,065514ad06396309,bioscouter_keyword,3,ena|PRJNA732389
T04,f0d1182d4ff9a311,bioscouter_keyword,4,ena|PRJNA562515
T04,1bf8c2448ccadeba,bioscouter_keyword,5,ena|PRJNA1219981
T04,0f85a8d33af75c19,bioscouter_keyword,6,ena|PRJNA1306060
T04,41644acc8ae2aa8e,bioscouter_keyword,7,ena|PRJNA839242
T04,1624a6616839edc4,bioscouter_keyword,8,ena|PRJNA322148
T04,0337c1f2173013c5,bioscouter_keyword,9,ena|PRJNA483760
T04,33b3580058834d2b,bioscouter_keyword,10,ena|PRJNA575241
T04,a5d183f7a12661a6,bioscouter_embedding,1,geo|GSE158326
T04,065514ad06396309,bioscouter_embedding,2,ena|PRJNA732389
T04,8b9c70dc8547ff21,bioscouter_embedding,3,ena|PRJNA117773
T04,b2dd48ee6a57785f,bioscouter_embedding,4,ena|PRJNA664810
T04,bab31f6b4c11e6ad,bioscouter_embedding,5,ena|PRJNA788618
T04,dac5519ab09419a2,bioscouter_embedding,6,ena|PRJNA1227185
T04,46f3c9f310f88757,bioscouter_embedding,7,ena|PRJNA1227186
T04,0337c1f2173013c5,bioscouter_embedding,8,ena|PRJNA483760
T04,69d49a2716b3778a,bioscouter_embedding,9,ena|PRJNA399733
T04,ae96814b527dc4d5,bioscouter_embedding,10,ena|PRJEB34207
T04,a5d183f7a12661a6,bioscouter_hybrid,1,geo|GSE158326
T04,065514ad06396309,bioscouter_hybrid,2,ena|PRJNA732389
T04,8b9c70dc8547ff21,bioscouter_hybrid,3,ena|PRJNA117773
T04,b2dd48ee6a57785f,bioscouter_hybrid,4,ena|PRJNA664810
T04,bab31f6b4c11e6ad,bioscouter_hybrid,5,ena|PRJNA788618
T04,dac5519ab09419a2,bioscouter_hybrid,6,ena|PRJNA1227185
T04,46f3c9f310f88757,bioscouter_hybrid,7,ena|PRJNA1227186
T04,0337c1f2173013c5,bioscouter_hybrid,8,ena|PRJNA483760
T04,69d49a2716b3778a,bioscouter_hybrid,9,ena|PRJNA399733
T04,ae96814b527dc4d5,bioscouter_hybrid,10,ena|PRJEB34207
T04,25d18f76f1754574,native_source_api,1,geo|GSE288904
T04,e881b83cadbfdf2e,native_source_api,2,geo|GSE276167
T04,8b3d82dc151178e7,native_source_api,3,geo|GSE267750
T04,972478c6f828d243,native_source_api,4,geo|GSE312673
T04,3c345f695125c845,native_source_api,5,geo|GSE293883
T04,1e3bfbd521b28673,native_source_api,6,geo|GSE197869
T04,1e174d569ee86fd8,native_source_api,7,geo|GSE270482
T04,20a3da2f1145fb77,native_source_api,8,geo|GSE167868
T04,8501b46c49abcb31,native_source_api,9,geo|GSE247134
T04,263cbc281057c807,native_source_api,10,geo|GSE253049
T04,38a8f06bacb71b01,omicsdi,1,biostudies-arrayexpress|E-GEOD-17048
T04,67a43a61682c586b,omicsdi,2,biostudies-arrayexpress|E-MTAB-69
T04,0ee839e2108dad35,omicsdi,3,biostudies-arrayexpress|E-GEOD-77598
T04,e0c53b59d60a2c37,omicsdi,4,biostudies-arrayexpress|E-GEOD-73172
T04,60c910f631f03ef5,omicsdi,5,biostudies-arrayexpress|E-GEOD-73081
T04,21104b9d4dc014de,omicsdi,6,biostudies-arrayexpress|E-GEOD-73080
T04,3c26d4af63b7b455,omicsdi,7,biostudies-arrayexpress|E-GEOD-73079
T04,d36ed4c54489d901,omicsdi,8,biostudies-arrayexpress|E-MTAB-4890
T04,3d4ed230ee157598,omicsdi,9,biostudies-arrayexpress|E-MTAB-5151
